timestamp,year,session,events,tier,IND_MACRO,IND_Tier1,IND_Tier2,IND_Tier3,IND_FED,IND_Tier4,Adj Close,Close,High,Low,Open,Volume,US/Eastern Timezone,IND_NE_remove
2022-12-20 00:00:00,2022,London 0-7 ET,,,,,,,,,113.578125,113.578125,113.625,113.40625,113.453125,0.0,2022-12-20 00:00:00-05:00,0
2022-12-20 01:00:00,2022,London 0-7 ET,,,,,,,,,113.671875,113.671875,113.6875,113.5,113.5625,39863.0,2022-12-20 01:00:00-05:00,0
2022-12-20 02:00:00,2022,London 0-7 ET,,,,,,,,,113.671875,113.671875,113.765625,113.640625,113.671875,53836.0,2022-12-20 02:00:00-05:00,0
2022-12-20 03:00:00,2022,London 0-7 ET,,,,,,,,,113.625,113.625,113.765625,113.59375,113.65625,60422.0,2022-12-20 03:00:00-05:00,0
2022-12-20 04:00:00,2022,London 0-7 ET,,,,,,,,,113.640625,113.640625,113.703125,113.609375,113.640625,26270.0,2022-12-20 04:00:00-05:00,0
2022-12-20 05:00:00,2022,London 0-7 ET,,,,,,,,,113.625,113.625,113.65625,113.5625,113.625,19842.0,2022-12-20 05:00:00-05:00,0
2022-12-20 06:00:00,2022,London 0-7 ET,,,,,,,,,113.703125,113.703125,113.734375,113.578125,113.609375,24511.0,2022-12-20 06:00:00-05:00,0
2022-12-20 07:00:00,2022,US Open 7-10 ET,,,,,,,,,113.625,113.625,113.734375,113.609375,113.71875,39412.0,2022-12-20 07:00:00-05:00,0
2022-12-20 08:00:00,2022,US Open 7-10 ET,,,,,,,,,113.5625,113.5625,113.703125,113.546875,113.625,77483.0,2022-12-20 08:00:00-05:00,0
2022-12-20 09:00:00,2022,US Open 7-10 ET,,,,,,,,,113.390625,113.390625,113.578125,113.3125,113.578125,177665.0,2022-12-20 09:00:00-05:00,0
2022-12-20 10:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.5625,113.5625,113.65625,113.390625,113.390625,132479.0,2022-12-20 10:00:00-05:00,0
2022-12-20 11:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.46875,113.46875,113.578125,113.421875,113.5625,73155.0,2022-12-20 11:00:00-05:00,0
2022-12-20 12:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.453125,113.453125,113.515625,113.421875,113.46875,47191.0,2022-12-20 12:00:00-05:00,0
2022-12-20 13:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.4375,113.4375,113.484375,113.40625,113.453125,40904.0,2022-12-20 13:00:00-05:00,0
2022-12-20 14:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.53125,113.53125,113.578125,113.4375,113.4375,48926.0,2022-12-20 14:00:00-05:00,0
2022-12-20 15:00:00,2022,US Close 15-17 ET,,,,,,,,,113.46875,113.46875,113.546875,113.453125,113.53125,48290.0,2022-12-20 15:00:00-05:00,0
2022-12-20 16:00:00,2022,US Close 15-17 ET,,,,,,,,,113.484375,113.484375,113.546875,113.4375,113.484375,28245.0,2022-12-20 16:00:00-05:00,0
2022-12-20 18:00:00,2022,Asia 18-24 ET,,,,,,,,,113.4375,113.4375,113.53125,113.421875,113.5,0.0,2022-12-20 18:00:00-05:00,0
2022-12-20 19:00:00,2022,Asia 18-24 ET,,,,,,,,,113.4375,113.4375,113.453125,113.359375,113.4375,10759.0,2022-12-20 19:00:00-05:00,0
2022-12-20 20:00:00,2022,Asia 18-24 ET,,,,,,,,,113.34375,113.34375,113.4375,113.296875,113.4375,12784.0,2022-12-20 20:00:00-05:00,0
2022-12-20 21:00:00,2022,Asia 18-24 ET,,,,,,,,,113.34375,113.34375,113.375,113.3125,113.328125,11681.0,2022-12-20 21:00:00-05:00,0
2022-12-20 22:00:00,2022,Asia 18-24 ET,,,,,,,,,113.421875,113.421875,113.453125,113.328125,113.328125,7663.0,2022-12-20 22:00:00-05:00,0
2022-12-20 23:00:00,2022,Asia 18-24 ET,,,,,,,,,113.40625,113.40625,113.4375,113.390625,113.421875,6380.0,2022-12-20 23:00:00-05:00,0
2022-12-21 00:00:00,2022,London 0-7 ET,,,,,,,,,113.390625,113.390625,113.4375,113.375,113.40625,3872.0,2022-12-21 00:00:00-05:00,0
2022-12-21 01:00:00,2022,London 0-7 ET,,,,,,,,,113.484375,113.484375,113.5,113.359375,113.375,10531.0,2022-12-21 01:00:00-05:00,0
2022-12-21 02:00:00,2022,London 0-7 ET,,,,,,,,,113.609375,113.609375,113.625,113.453125,113.484375,26554.0,2022-12-21 02:00:00-05:00,0
2022-12-21 03:00:00,2022,London 0-7 ET,,,,,,,,,113.578125,113.578125,113.625,113.515625,113.609375,34051.0,2022-12-21 03:00:00-05:00,0
2022-12-21 04:00:00,2022,London 0-7 ET,,,,,,,,,113.59375,113.59375,113.65625,113.546875,113.578125,24161.0,2022-12-21 04:00:00-05:00,0
2022-12-21 05:00:00,2022,London 0-7 ET,,,,,,,,,113.578125,113.578125,113.625,113.53125,113.59375,15662.0,2022-12-21 05:00:00-05:00,0
2022-12-21 06:00:00,2022,London 0-7 ET,,,,,,,,,113.625,113.625,113.640625,113.578125,113.578125,14205.0,2022-12-21 06:00:00-05:00,0
2022-12-21 07:00:00,2022,US Open 7-10 ET,,,,,,,,,113.796875,113.796875,113.828125,113.5625,113.609375,52468.0,2022-12-21 07:00:00-05:00,0
2022-12-21 08:00:00,2022,US Open 7-10 ET,,,,,,,,,113.96875,113.96875,113.96875,113.765625,113.796875,120442.0,2022-12-21 08:00:00-05:00,0
2022-12-21 09:00:00,2022,US Open 7-10 ET,,,,,,,,,113.796875,113.796875,114.046875,113.78125,113.96875,120111.0,2022-12-21 09:00:00-05:00,0
2022-12-21 11:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.546875,113.546875,113.703125,113.515625,113.6875,71241.0,2022-12-21 11:00:00-05:00,0
2022-12-21 12:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.578125,113.578125,113.578125,113.484375,113.53125,59159.0,2022-12-21 12:00:00-05:00,0
2022-12-21 14:00:00,2022,US Mid 10-15 ET,,,,,,,,,113.546875,113.546875,113.734375,113.546875,113.6875,63708.0,2022-12-21 14:00:00-05:00,0
2022-12-21 15:00:00,2022,US Close 15-17 ET,,,,,,,,,113.5625,113.5625,113.59375,113.5,113.5625,43601.0,2022-12-21 15:00:00-05:00,0
2022-12-21 16:00:00,2022,US Close 15-17 ET,,,,,,,,,113.625,113.625,113.625,113.546875,113.546875,24772.0,2022-12-21 16:00:00-05:00,0
2022-12-21 18:00:00,2022,Asia 18-24 ET,,,,,,,,,113.625,113.625,113.6875,113.609375,113.671875,0.0,2022-12-21 18:00:00-05:00,0
2022-12-21 19:00:00,2022,Asia 18-24 ET,,,,,,,,,113.6875,113.6875,113.703125,113.609375,113.625,7583.0,2022-12-21 19:00:00-05:00,0
2022-12-21 20:00:00,2022,Asia 18-24 ET,,,,,,,,,113.6875,113.6875,113.75,113.65625,113.703125,8729.0,2022-12-21 20:00:00-05:00,0
2022-12-21 21:00:00,2022,Asia 18-24 ET,,,,,,,,,113.734375,113.734375,113.765625,113.671875,113.703125,17279.0,2022-12-21 21:00:00-05:00,0
2022-12-21 22:00:00,2022,Asia 18-24 ET,,,,,,,,,113.703125,113.703125,113.75,113.6875,113.71875,4870.0,2022-12-21 22:00:00-05:00,0
2022-12-21 23:00:00,2022,Asia 18-24 ET,,,,,,,,,113.671875,113.671875,113.703125,113.65625,113.703125,5865.0,2022-12-21 23:00:00-05:00,0
2022-12-27 00:00:00,2022,London 0-7 ET,,,,,,,,,113.078125,113.078125,113.109375,113.0625,113.109375,2806.0,2022-12-27 00:00:00-05:00,0
2022-12-27 01:00:00,2022,London 0-7 ET,,,,,,,,,113.09375,113.09375,113.09375,113.0625,113.078125,2171.0,2022-12-27 01:00:00-05:00,0
2022-12-27 02:00:00,2022,London 0-7 ET,,,,,,,,,113.078125,113.078125,113.109375,113.03125,113.078125,6420.0,2022-12-27 02:00:00-05:00,0
2022-12-27 03:00:00,2022,London 0-7 ET,,,,,,,,,113.0,113.0,113.09375,113.0,113.078125,12333.0,2022-12-27 03:00:00-05:00,0
2022-12-27 04:00:00,2022,London 0-7 ET,,,,,,,,,112.953125,112.953125,113.015625,112.953125,112.984375,8087.0,2022-12-27 04:00:00-05:00,0
